SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1009O Hwy 401 South (Outbound),East/North/West,48,654893,853027,561097,690218,58046,28699,9729,162809,7051,93528,3312,65369,0,0,62100,7181,0
1010I Hwy 401 North (Inbound),East/South/West,43,539357,693537,462254,568333,46616,25235,7454,125204,5252,68900,2588,47396,0,0,48329,7975,0
1010O Hwy 401 North (Outbound),East/North/West,46,528665,682184,454671,554820,44505,24438,7267,127364,5051,66639,2540,48844,0,0,53926,6799,0
1011I Taylor Creek-Victoria Park (Inbound),South/West,11,136498,235150,118975,151020,11552,4329,3028,84130,1642,21381,959,15320,0,0,48933,13816,0
1011O Taylor Creek-Victoria Park (Outbound),East/North,11,133656,228846,116502,147017,11193,4335,3190,81829,1626,22114,974,17301,0,0,46106,13609,0
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,14,100746,264313,87864,111305,8859,2557,4310,153008,1466,29757,1046,26413,0,0,123251,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,14,98561,263269,84640,109255,9650,2764,4385,154014,1507,25198,1006,22222,0,0,128816,0,0
1014I Central Area Cordon West (Bathurst St) (After 1986) (Inbound),East,24,133512,288892,114436,146941,12339,5245,3108,141951,1492,34658,844,24182,0,0,80995,26298,0
1014O Central Area Cordon West (Bathurst St) (After 1986) (Outbound),West,23,118210,265271,100722,128392,11240,4659,3225,136879,1589,36741,844,25254,0,0,76929,23209,0
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East/North,17,135956,270586,114429,145512,13592,5845,3714,125074,2090,36654,1434,26847,0,0,62122,26298,0
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),South/West,17,117422,241657,97635,125453,12510,5175,3738,116204,2102,35013,1427,24081,0,0,57982,23209,0
1035I Central Area Cordon East (Don River) (Inbound),North/South/West,17,142426,272939,122579,157150,12852,5581,2980,115789,1414,23534,846,19386,0,0,76118,16137,0
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,17,125169,244531,106637,132559,11925,5331,2846,111972,1276,19776,811,16316,0,0,76554,15642,0
1058I Central Area Cordon North (Inbound),South,6,60550,198324,54278,67091,4547,1240,3329,131233,485,7982,231,5641,0,0,123251,0,0
1058O Central Area Cordon North (Outbound),North,6,59305,200181,52535,66100,5015,1301,3332,134081,454,5265,194,3272,0,0,128816,0,0
1059I Downtown Cordon North (Davenport Rd.) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059O Downtown Cordon North (Davenport Rd.) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061I Downtown Core Cordon North-Dundas St (Inbound),South,11,31858,160470,27287,33257,2735,1026,3678,127213,810,11577,327,4272,0,0,115636,0,0
1061O Downtown Core Cordon North-Dundas St (Outbound),West,11,32645,154778,27717,34224,3223,1118,3477,120554,587,7191,320,4075,0,0,113363,0,0
1062I Downtown Core Cordon South-Front St (Inbound),North,7,0,42379,0,0,0,0,500,42379,0,0,0,0,0,0,0,42379,0
1062O Downtown Core Cordon South-Front St (Outbound),South,7,0,38863,0,0,0,0,492,38863,0,0,0,0,0,0,0,38863,0
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),West,8,41129,64037,35548,46631,3701,1232,648,17406,648,17406,428,15367,0,0,0,0,0
1066O Downtown Core Cordon East-Jarvis St (Outbound),East,8,33505,52195,28696,36170,3166,1072,571,16025,571,16025,398,14877,0,0,0,0,0
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,12,142805,236195,126288,157325,10792,4496,2876,78870,1229,17605,625,8811,0,0,36119,25146,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,12,143653,247982,125839,158846,11756,4629,3081,89136,1429,21388,711,10189,0,0,45569,22179,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,23,400311,544458,346739,431686,34549,14857,6796,112772,4166,51777,1871,34889,0,0,57522,3473,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,23,393842,539199,339808,418791,34225,15696,6753,120408,4113,55315,1819,37985,0,0,62100,2993,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,9,90786,148733,75272,94178,10788,2931,2605,54555,1795,27574,1240,25388,0,0,14023,12958,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,9,84511,143541,70308,90148,9734,2743,2520,53393,1726,28372,1193,25666,0,0,11974,13047,0
1081I Extended Core Cordon West (Inbound),East/South,19,118088,179182,100720,125991,11098,5005,1543,53191,1265,26893,647,14661,0,0,0,26298,0
1081O Extended Core Cordon West (Outbound),North/West,20,110591,169942,93500,119461,11142,4642,1599,50481,1307,27272,620,14228,0,0,0,23209,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South/West,14,53853,187025,46970,58078,4427,1502,3822,128947,954,13311,327,4272,0,0,115636,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,15,57864,188245,49532,62017,5828,1577,3817,126228,927,12865,320,4075,0,0,113363,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,14,98495,141502,82905,105447,10051,4544,1217,36055,995,19918,532,15639,0,0,0,16137,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,14,96225,139183,83435,105871,8070,3962,958,33312,758,17670,398,14877,0,0,0,15642,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,41129,64037,35548,46631,3701,1232,648,17406,648,17406,428,15367,0,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,33505,52195,28696,36170,3166,1072,571,16025,571,16025,398,14877,0,0,0,0,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,47,336488,760155,291293,371182,29738,12066,9417,388973,3391,66174,1921,49209,0,0,280364,42435,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,46,302684,709983,259894,327051,28180,11291,9403,382932,3319,61782,1849,44842,0,0,282299,38851,0
1800I Extended Core Cordon (Inbound),East/South/West,47,270436,507709,230595,289516,25576,11051,6582,218193,3214,60122,1506,34572,0,0,115636,42435,0
1800O Extended Core Cordon (Outbound),East/North/West,49,264680,497370,226467,287349,25040,10181,6374,210021,2992,57807,1338,33180,0,0,113363,38851,0
1801I Metro Boundary Cordon (Inbound),East/South/West,69,737466,876412,627857,785151,60802,43893,5423,91261,4914,55463,854,4595,0,0,0,35798,0
1801O Metro Boundary Cordon (Outbound),East/North/West,69,720641,841329,606856,753105,62898,45850,5529,88224,5037,56179,819,5850,0,0,0,32045,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,44,633902,929386,548299,683189,56129,22284,12277,246197,7190,96956,3736,69088,0,0,107664,41577,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,44,622006,930722,535955,667785,55715,23068,12354,262937,7268,105075,3723,73840,0,0,119643,38219,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,48,379128,807838,324872,413967,35303,13983,11004,393871,4970,89945,3326,72646,0,0,261491,42435,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,48,341152,749457,288912,367267,34085,13270,10969,382190,4885,79987,3244,62619,0,0,263352,38851,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North/West,15,41129,106416,35548,46631,3701,1232,1148,59785,648,17406,428,15367,0,0,0,42379,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South,15,33505,91058,28696,36170,3166,1072,1063,54888,571,16025,398,14877,0,0,0,38863,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North/South/West,26,72987,266886,62835,79888,6436,2258,4826,186998,1458,28983,755,19639,0,0,115636,42379,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South,26,66150,245836,56413,70394,6389,2190,4540,175442,1158,23216,718,18952,0,0,113363,38863,0
1856I GO Rail (Inbound),East/North/South/West,36,0,187935,0,0,0,0,2326,187935,0,0,0,0,0,0,0,187935,0
1856O GO Rail (Outbound),East/North/South/West,36,0,171796,0,0,0,0,2238,171796,0,0,0,0,0,0,0,171796,0
