SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Peel-Toronto Boundary) (Inbound),East,21,391774,435173,332802,372720,25642,31028,2336,62453,2302,30618,0,0,141,0,0,31835,0
1001O City West Boundary (Peel-Toronto Boundary) (Outbound),West,21,367791,408826,306186,351604,27881,31428,2329,57222,2296,29682,3,5,139,0,0,27540,0
1002I City North Boundary (York-Toronto Boundary) (Inbound),South,45,477680,509375,419692,484101,29605,26374,2018,25274,2009,18390,700,5785,229,0,0,6884,0
1002O City North Boundary (York-Toronto Boundary) (Outbound),North,45,457178,492834,398899,462436,30606,25673,2009,30398,2000,24465,714,8777,245,0,0,5933,0
1003I City East Boundary (Durham-Toronto Boundary) (Inbound),West,6,113630,128538,96255,112996,8374,8742,282,15542,259,3210,1,1,12,0,0,12332,0
1003O City East Boundary (Durham-Toronto Boundary) (Outbound),East,6,103464,111004,88753,97189,6511,7929,292,13815,271,2745,0,0,5,0,0,11070,0
1004I Humber River (Inbound),East/North/South,17,336998,428964,285923,333039,23638,24728,2977,95925,2709,29553,1125,16934,397,0,32616,33756,0
1004O Humber River (Outbound),North/South/West,17,327915,426764,277750,324040,24293,23301,2838,102724,2571,29250,1197,18005,412,0,43774,29700,0
1005I CNR Newmarket Subdivision (Inbound),East/North,28,381990,555151,326242,380771,28177,22636,5203,174380,4935,78209,3178,66820,2152,0,59851,36320,0
1005O CNR Newmarket Subdivision (Outbound),South/West,28,384858,551363,327400,387489,29441,22903,5382,163874,5114,76375,3247,59424,1810,0,55073,32426,0
1006I CNR Bala Subdivision (Inbound),North/South/West,29,397992,593179,349016,408957,24273,20147,4822,184222,4556,79061,3127,70340,2557,0,81164,23997,0
1006O CNR Bala Subdivision (Outbound),East/North/South,29,389180,558116,340780,398141,23263,20353,5044,159975,4784,71180,3292,62452,1775,0,67602,21193,0
1007I CNR Uxbridge Subdivision (Inbound),West,17,270389,372219,236922,290381,16513,13905,3245,81838,3049,46211,1780,39980,396,0,16045,19582,0
1007O CNR Uxbridge Subdivision (Outbound),East,17,249614,332847,215987,260069,17346,13107,3370,72778,3174,40817,1797,32608,332,0,14453,17508,0
1008I Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1008O Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1009I Hwy 401 South (Inbound),East/South/West,46,677796,891505,599333,709577,45103,26164,7714,181928,7271,86325,3241,61159,720,0,82075,13528,0
1009O Hwy 401 South (Outbound),East/North/West,48,720773,911373,631284,744854,48971,33054,7858,166519,7424,87805,3319,60870,676,0,67096,11618,0
1010I Hwy 401 North (Inbound),East/South,12,106633,153221,95571,118159,6444,3050,1653,35062,1643,24713,886,21188,266,0,0,10349,0
1010O Hwy 401 North (Outbound),North/West,12,97509,137596,87032,106458,5850,2950,1647,31138,1637,21799,953,19108,264,0,0,9339,0
1011I Taylor Creek-Victoria Park (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1011O Taylor Creek-Victoria Park (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,7,68776,212267,62775,73314,4075,1374,1026,138953,552,9675,359,7700,1448,0,129278,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,7,63774,195921,57367,67205,4395,1434,1051,128716,578,9690,344,7200,1005,0,119026,0,0
1014I Central Area Cordon West (Bathurst St) (After 1986) (Inbound),East,23,139943,286445,124912,145067,8911,4625,1765,141378,1495,31233,909,26358,5456,0,73825,36320,0
1014O Central Area Cordon West (Bathurst St) (After 1986) (Outbound),West,23,136626,274980,121170,142482,8612,5193,1920,132498,1651,30833,966,20993,3944,0,69239,32426,0
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East/North,17,136382,262248,119253,135389,9957,5060,2380,126859,2112,30688,1475,26278,1822,0,59851,36320,0
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),South/West,17,131790,255415,113279,133664,10563,5614,2602,121751,2334,34252,1622,25887,1448,0,55073,32426,0
1035I Central Area Cordon East (Don River) (Inbound),North/South/West,17,127286,273250,112318,133179,8227,4846,2161,140071,1895,34910,1564,32290,2083,0,81164,23997,0
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,17,119153,241215,104632,121729,7842,4565,2374,119486,2114,30691,1758,27976,1359,0,67602,21193,0
1058I Central Area Cordon North (Inbound),South,6,59254,197675,54393,62207,3338,1093,904,135468,430,6190,257,4340,1296,0,129278,0,0
1058O Central Area Cordon North (Outbound),North,6,54288,182517,49167,57866,3511,1174,909,124651,436,5625,227,3200,902,0,119026,0,0
1059I Downtown Cordon North (Davenport Rd.) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059O Downtown Cordon North (Davenport Rd.) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061I Downtown Core Cordon North-Dundas St (Inbound),South,10,29329,162594,25671,28566,2109,985,1048,134028,564,7440,264,5040,990,0,126588,0,0
1061O Downtown Core Cordon North-Dundas St (Outbound),East/North,11,29749,149131,26482,28591,1795,996,960,120540,476,9080,274,7320,854,0,111460,0,0
1062I Downtown Core Cordon South-Front St (Inbound),East/North,11,29280,92486,25554,29747,2193,938,659,62739,595,9120,224,2460,475,0,0,53619,0
1062O Downtown Core Cordon South-Front St (Outbound),South/West,10,15519,81391,13293,16188,1344,451,496,65203,431,4890,185,1740,391,0,0,60313,0
1065I Downtown Core Cordon West-University Ave (Inbound),East,5,32124,48823,27951,29918,2174,1006,993,18905,993,18905,563,12720,1456,0,0,0,0
1065O Downtown Core Cordon West-University Ave (Outbound),West,7,46323,68507,40761,45266,2972,1363,1227,23241,1227,23241,645,15681,1327,0,0,0,0
1066I Downtown Core Cordon East-Jarvis St (Inbound),West,8,42463,66721,37915,44648,2600,960,988,22073,988,22073,727,19812,1080,0,0,0,0
1066O Downtown Core Cordon East-Jarvis St (Outbound),East,8,38532,58329,34020,39443,2553,1163,796,18886,796,18886,636,17306,1184,0,0,0,0
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,12,159852,246385,141667,164259,10856,5840,1757,82126,1489,15754,642,8669,333,0,32616,33756,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,12,152152,244900,133923,155506,11031,5732,1733,89394,1466,15920,714,9205,356,0,43774,29700,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,23,433051,588873,384891,451663,27961,16040,4594,137210,4159,49653,1672,32874,447,0,82075,5482,0
