SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Peel-Toronto Boundary) (Inbound),East,20,85031,101432,74175,94005,5887,4318,677,7427,651,7054,20,206,0,0,0,373,0
1001O City West Boundary (Peel-Toronto Boundary) (Outbound),West,21,109894,149154,97039,120870,7006,4950,1049,28284,899,11641,22,164,0,0,0,16643,0
1002I City North Boundary (York-Toronto Boundary) (Inbound),South,39,88029,104151,76559,99057,7532,3374,564,5094,564,5094,225,1711,0,0,0,0,0
1002O City North Boundary (York-Toronto Boundary) (Outbound),North,42,104940,127215,91616,115494,9288,3326,736,11721,710,9128,217,1426,0,0,0,2593,0
1003I City East Boundary (Durham-Toronto Boundary) (Inbound),West,6,15537,18338,13482,17295,909,1099,71,1043,47,642,0,0,0,0,0,401,0
1003O City East Boundary (Durham-Toronto Boundary) (Outbound),East,6,23842,32972,21364,26262,1493,946,107,6710,39,406,0,0,0,0,0,6304,0
1004I Humber River (Inbound),East/North/South,16,80679,105621,71074,88345,5491,3520,1016,17276,594,9920,327,5770,0,0,6962,394,0
1004O Humber River (Outbound),North/South/West,17,86014,145718,75564,95616,6141,3604,1263,50102,705,11269,352,6631,0,0,20974,17859,0
1005I CNR Newmarket Subdivision (Inbound),East/North,26,87362,131148,75907,95919,7046,3090,1741,35229,1319,21535,929,17263,0,0,13116,578,0
1005O CNR Newmarket Subdivision (Outbound),South/West,28,100547,192772,86551,112890,8743,3818,2003,79882,1435,30814,965,25531,0,0,28677,20391,0
1006I CNR Bala Subdivision (Inbound),North/South/West,27,95816,133373,84222,104736,6608,3700,1724,28637,1286,15658,805,12212,0,0,12595,384,0
1006O CNR Bala Subdivision (Outbound),East/North/South,29,115245,216663,101860,130016,8509,3651,1705,86647,1225,30140,762,25815,0,0,42636,13871,0
1007I CNR Uxbridge Subdivision (Inbound),West,15,58702,79452,51048,64878,4372,2453,1033,14574,829,10298,540,8593,0,0,3853,423,0
1007O CNR Uxbridge Subdivision (Outbound),East,16,58952,101887,52184,67405,4630,1376,1012,34482,762,18590,511,17068,0,0,5704,10188,0
1008I Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Inbound),South,36,85009,135443,75508,95456,6584,1706,2041,39987,1211,20051,804,17795,0,0,19936,0,0
1008O Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Outbound),North,39,91875,178346,81536,103452,7072,2002,2129,74894,1265,22320,798,18936,0,0,46069,6505,0
1009I Hwy 401 South (Inbound),East/South/West,42,193763,257239,171983,215161,13872,5897,2665,42078,2011,30473,925,20770,0,0,11605,0,0
1009O Hwy 401 South (Outbound),East/North/West,48,193926,290110,169923,214419,15827,6038,2796,75691,2138,34538,937,24945,0,0,34176,6977,0
1010I Hwy 401 North (Inbound),East/South/West,39,192651,245012,169126,208415,15312,6470,2397,36597,1743,24992,860,17502,0,0,11605,0,0
1010O Hwy 401 North (Outbound),East/North/West,46,194965,280566,169484,210914,16572,7110,2457,69652,1799,28881,885,21617,0,0,34176,6595,0
1011I Taylor Creek-Victoria Park (Inbound),South/West,10,34355,51687,30789,38548,2425,748,723,13139,393,5717,248,3900,0,0,6994,428,0
1011O Taylor Creek-Victoria Park (Outbound),East/North,11,40399,93184,35897,47466,3092,945,885,45718,465,9124,293,7831,0,0,24848,11746,0
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,14,23626,61733,21138,27934,1732,299,1231,33799,457,7416,310,6519,0,0,26383,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,14,34919,114918,31403,42303,2497,585,1160,72615,434,10167,292,8972,0,0,62448,0,0
1014I Central Area Cordon West (Bathurst St) (After 1986) (Inbound),East,22,32210,62187,28191,36844,2819,794,828,25343,406,9487,238,6107,0,0,15278,578,0
1014O Central Area Cordon West (Bathurst St) (After 1986) (Outbound),West,23,41995,125373,37291,50385,3186,1074,1030,74988,444,13959,229,10592,0,0,40638,20391,0
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East/North,15,33640,61430,29169,38171,2968,920,1005,23259,583,9565,395,6594,0,0,13116,578,0
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),South/West,17,40464,109296,35222,47384,3443,1153,1214,61912,646,12844,434,9745,0,0,28677,20391,0
1035I Central Area Cordon East (Don River) (Inbound),North/South/West,15,33125,54918,28988,36788,2672,1050,853,18130,415,5151,253,4018,0,0,12595,384,0
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,17,42641,113233,37505,48575,3604,1165,847,64658,367,8151,236,6718,0,0,42636,13871,0
1058I Central Area Cordon North (Inbound),South,6,13251,43353,12111,15400,866,123,925,27953,151,1570,71,1098,0,0,26383,0,0
1058O Central Area Cordon North (Outbound),North,6,22170,91799,20449,26842,1316,285,846,64957,120,2509,56,1652,0,0,62448,0,0
1059I Downtown Cordon North (Davenport Rd.) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059O Downtown Cordon North (Davenport Rd.) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061I Downtown Core Cordon North-Dundas St (Inbound),South,11,8658,39167,7681,9524,574,139,1032,29643,264,3262,108,777,0,0,26381,0,0
1061O Downtown Core Cordon North-Dundas St (Outbound),West,11,8935,70423,7950,10184,649,138,966,60239,198,2569,104,1699,0,0,57670,0,0
1062I Downtown Core Cordon South-Front St (Inbound),North,3,0,958,0,0,0,0,56,958,0,0,0,0,0,0,0,958,0
1062O Downtown Core Cordon South-Front St (Outbound),South,7,0,34253,0,0,0,0,280,34253,0,0,0,0,0,0,0,34253,0
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),West,8,8661,13639,7597,9377,732,141,191,4262,191,4262,117,3312,0,0,0,0,0
1066O Downtown Core Cordon East-Jarvis St (Outbound),East,8,12290,22474,10876,14722,968,280,166,7752,166,7752,114,7187,0,0,0,0,0
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,11,35409,53419,31778,40430,2421,874,758,12989,336,5633,183,2836,0,0,6962,394,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,12,44215,96466,39681,50892,3109,998,985,45574,427,6741,212,3842,0,0,20974,17859,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,21,103266,143549,92144,116133,7546,2455,1775,27416,1121,15811,516,11714,0,0,11605,0,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,23,114406,184877,101156,127992,8923,3090,1863,56885,1237,19716,515,13990,0,0,34176,2993,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,8,21478,33043,18182,22877,2228,580,692,10166,488,5890,358,5494,0,0,3853,423,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,9,30921,64251,26818,34978,3052,550,751,29273,501,13381,354,12620,0,0,5704,10188,0
1081I Extended Core Cordon West (Inbound),East/South,17,31382,43240,27484,34940,2730,873,327,8300,295,7722,145,3997,0,0,0,578,0
1081O Extended Core Cordon West (Outbound),North/West,20,36615,72414,32113,42845,3154,1025,501,29569,323,9178,149,5993,0,0,0,20391,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South/West,14,13980,45809,12487,15744,960,220,1081,30065,313,3684,108,777,0,0,26381,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,15,16518,80784,14656,18856,1389,194,1047,61928,279,4258,104,1699,0,0,57670,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,12,23260,30315,19965,24952,2244,785,290,5363,266,4979,132,3356,0,0,0,384,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,14,32883,61209,29015,38912,2688,948,334,22297,232,8426,114,7187,0,0,0,13871,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,8661,13639,7597,9377,732,141,191,4262,191,4262,117,3312,0,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,12290,22474,10876,14722,968,280,166,7752,166,7752,114,7187,0,0,0,0,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,43,78586,160458,69290,89032,6357,1967,2606,71426,972,16208,562,11223,0,0,54256,962,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,46,106806,330405,95245,125802,8106,2524,2723,204603,931,24619,521,18962,0,0,145722,34262,0
1800I Extended Core Cordon (Inbound),East/South/West,43,68622,119364,59936,75636,5934,1878,1698,43728,874,16385,385,8130,0,0,26381,962,0
1800O Extended Core Cordon (Outbound),East/North/West,49,86016,214407,75784,100613,7231,2167,1882,113794,834,21862,367,14879,0,0,57670,34262,0
1801I Metro Boundary Cordon (Inbound),East/South/West,65,188597,223921,164216,210357,14328,8791,1312,13564,1262,12790,245,1917,0,0,0,774,0
1801O Metro Boundary Cordon (Outbound),East/North/West,69,238676,309341,210019,262626,17787,9222,1892,46715,1648,21175,239,1590,0,0,0,25540,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,40,160153,230011,142104,179440,12195,3909,3225,50571,1945,27334,1057,20044,0,0,22420,817,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,44,189542,345594,167655,213862,15084,4638,3599,131732,2165,39838,1081,30452,0,0,60854,31040,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,44,90391,178081,79295,102893,7372,2269,3089,75188,1455,22132,958,17131,0,0,52094,962,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,48,118024,337447,104130,138262,9544,2903,3221,199185,1447,31162,962,25435,0,0,133761,34262,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North/West,11,8661,14597,7597,9377,732,141,247,5220,191,4262,117,3312,0,0,0,958,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South,15,12290,56727,10876,14722,968,280,446,42005,166,7752,114,7187,0,0,0,34253,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North/South/West,22,17319,53764,15278,18901,1306,280,1279,34863,455,7524,225,4089,0,0,26381,958,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South,26,21225,127150,18826,24906,1617,418,1412,102244,364,10321,218,8886,0,0,57670,34253,0
1856I GO Rail (Inbound),East/North/West,13,0,3939,0,0,0,0,236,3939,0,0,0,0,0,0,0,3939,0
1856O GO Rail (Outbound),East/North/South/West,36,0,146846,0,0,0,0,1220,146846,0,0,0,0,0,0,0,146846,0
