SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Peel-Toronto Boundary) (Inbound),East,21,348866,407190,297102,354268,24617,24679,2706,52922,2468,29952,107,1004,240,0,0,22970,0
1001O City West Boundary (Peel-Toronto Boundary) (Outbound),West,21,339951,392088,287930,340304,23837,25657,2797,51784,2527,31668,86,890,229,0,0,20116,0
1002I City North Boundary (York-Toronto Boundary) (Inbound),South,43,377600,424232,326646,400206,30730,18021,2247,24026,2203,20475,711,4030,468,0,0,3551,0
1002O City North Boundary (York-Toronto Boundary) (Outbound),North,43,367595,406165,314274,383193,32377,18772,2221,22972,2172,20019,710,5494,508,0,0,2953,0
1003I City East Boundary (Durham-Toronto Boundary) (Inbound),West,6,91266,103923,78222,91409,6257,6544,409,12514,243,3966,4,101,67,0,0,8548,0
1003O City East Boundary (Durham-Toronto Boundary) (Outbound),East,6,80585,87362,69909,76019,4342,6074,396,11343,260,3185,2,30,75,0,0,8158,0
1004I Humber River (Inbound),East/North/South,17,329553,434577,284670,342569,22558,19598,4219,92008,2727,34133,1139,16730,412,0,33585,24290,0
1004O Humber River (Outbound),North/South/West,17,301131,393934,259933,309848,19977,18876,3851,84086,2345,25755,1013,14395,451,0,36953,21378,0
1005I CNR Newmarket Subdivision (Inbound),East/North,28,377424,565558,326216,401391,26294,20135,6256,164167,4779,73672,2725,55292,3023,0,65289,25206,0
1005O CNR Newmarket Subdivision (Outbound),South/West,28,364617,530815,312257,383675,28353,19388,6114,147140,4619,66238,2619,47290,2140,0,58623,22279,0
1006I CNR Bala Subdivision (Inbound),North/South/West,27,363066,537385,319326,385973,24133,15625,5415,151412,3982,53442,2207,41541,2960,0,81781,16189,0
1006O CNR Bala Subdivision (Outbound),East/North/South,27,351990,503914,305808,372078,25166,17081,5361,131836,3935,53534,2152,40938,2740,0,63487,14815,0
1007I CNR Uxbridge Subdivision (Inbound),West,16,253095,338529,220620,268242,18322,10928,3987,70287,3225,45540,1853,37334,407,0,11898,12849,0
1007O CNR Uxbridge Subdivision (Outbound),East,16,237190,310622,205466,248247,18089,10616,3755,62375,3019,39973,1829,32667,393,0,10568,11834,0
1008I Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Inbound),South,5,21053,34483,18369,22921,1810,635,302,11562,239,4301,135,3381,47,0,0,7261,0
1008O Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Outbound),North,5,17652,28186,15206,17908,1580,584,350,10278,282,4027,193,3429,46,0,0,6251,0
1009I Hwy 401 South (Inbound),East/South/West,49,776902,1036289,674685,812202,62584,31443,12339,224087,8190,99105,3492,62694,1384,0,116966,8016,0
1009O Hwy 401 South (Outbound),East/North/West,52,778186,1015266,673679,814036,65394,30994,12231,201230,8119,97718,3482,63238,1286,0,96601,6911,0
1010I Hwy 401 North (Inbound),East/South/West,44,588512,748776,508750,604224,46595,27603,8309,144552,5564,71508,2529,48635,938,0,65342,7702,0
1010O Hwy 401 North (Outbound),East/North/West,48,560554,708307,488723,580229,42869,23683,7999,128078,5279,66618,2441,46591,885,0,54838,6622,0
1011I Taylor Creek-Victoria Park (Inbound),West,2,0,13529,0,0,0,0,178,13529,0,0,0,0,0,0,0,13529,0
1011O Taylor Creek-Victoria Park (Outbound),East,2,0,12518,0,0,0,0,148,12518,0,0,0,0,0,0,0,12518,0
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,14,96179,246579,87123,108441,5618,2246,3940,138138,1192,20784,798,17339,2716,0,117354,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,14,94302,240665,84699,107339,6245,2247,3853,133326,1111,19268,762,15885,2183,0,114058,0,0
1014I Central Area Cordon West (Bathurst St) (After 1986) (Inbound),East,24,138443,293759,125383,158357,6904,4552,3093,135402,1604,27720,781,17904,4767,0,82476,25206,0
1014O Central Area Cordon West (Bathurst St) (After 1986) (Outbound),West,23,133453,262893,117654,148196,9100,5043,3163,114697,1656,25822,769,14093,3776,0,66596,22279,0
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East/North,17,135494,271000,121885,153649,7006,4793,3287,117351,1810,26856,1009,18291,2609,0,65289,25206,0
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),South/West,17,131108,251965,115219,145807,8685,5453,3246,106158,1751,25256,936,14756,1708,0,58623,22279,0
1035I Central Area Cordon East (Don River) (Inbound),North/South/West,15,122046,248456,108068,135666,8465,4371,2575,112790,1142,14820,569,9414,2347,0,81781,16189,0
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,15,105842,207888,92730,116354,7842,4194,2502,91534,1076,13232,579,10030,2198,0,63487,14815,0
1058I Central Area Cordon North (Inbound),South,6,56225,186464,52033,63398,2777,1049,3114,123066,366,5712,165,3095,1896,0,117354,0,0
1058O Central Area Cordon North (Outbound),North,6,57859,184844,52823,65972,3579,1115,3084,118872,342,4814,159,1966,1502,0,114058,0,0
1059I Downtown Cordon North (Davenport Rd.) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059O Downtown Cordon North (Davenport Rd.) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061I Downtown Core Cordon North-Dundas St (Inbound),South/West,11,31777,163256,28285,33818,2022,802,3398,129438,668,9028,208,3027,2210,0,120410,0,0
1061O Downtown Core Cordon North-Dundas St (Outbound),East/North,11,28480,140577,25068,30272,2059,825,3252,110305,528,6544,223,2628,1872,0,103761,0,0
1062I Downtown Core Cordon South-Front St (Inbound),North,7,0,41395,0,0,0,0,444,41395,0,0,0,0,0,0,0,41395,0
1062O Downtown Core Cordon South-Front St (Outbound),South,7,0,37094,0,0,0,0,443,37094,0,0,0,0,0,0,0,37094,0
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),West,8,43470,64370,38992,48046,2705,1042,731,16324,731,16324,351,12403,1748,0,0,0,0
1066O Downtown Core Cordon East-Jarvis St (Outbound),East,8,35614,49491,31588,38049,2410,932,684,11442,684,11442,352,8696,1605,0,0,0,0
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,12,152639,245719,135763,167996,10205,5036,3127,77723,1635,19848,633,7147,349,0,33585,24290,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,12,131763,217747,118050,146200,8603,3823,2793,71547,1287,13216,525,6335,395,0,36953,21378,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,23,399339,541249,351861,423319,31070,12331,6779,117930,4077,49034,1654,30853,838,0,65342,3554,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,23,404475,533564,353937,425884,33029,13524,6662,107680,3985,49779,1643,30915,726,0,54838,3063,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,9,92564,150958,78827,98985,9308,2617,2574,51973,1812,27226,1202,25067,239,0,11898,12849,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,9,88850,144583,75360,96759,9169,2582,2475,47824,1739,25422,1157,22731,250,0,10568,11834,0
1081I Extended Core Cordon West (Inbound),East/South,19,126439,192147,114582,144147,6210,4218,1670,48000,1429,22794,582,11393,3187,0,0,25206,0
1081O Extended Core Cordon West (Outbound),North/West,20,127494,188856,112861,142617,8429,4856,1613,46239,1348,23960,491,10938,2744,0,0,22279,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South/West,14,51782,188715,46210,56557,3449,1288,3565,132158,835,11748,208,3027,3170,0,120410,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,15,50688,170350,45422,55247,3234,1252,3504,115103,780,11342,223,2628,2679,0,103761,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,14,100259,143740,87953,106933,7148,4041,1320,36807,1117,20618,461,12661,2047,0,0,16189,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,14,96064,133652,84151,105018,7057,3781,1253,28634,1075,13819,467,8976,1968,0,0,14815,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,43470,64370,38992,48046,2705,1042,731,16324,731,16324,351,12403,1748,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,35614,49491,31588,38049,2410,932,684,11442,684,11442,352,8696,1605,0,0,0,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,45,316714,728679,285484,357421,18146,9972,8782,371258,3112,48252,1515,30413,9010,0,281611,41395,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,44,297154,655625,263207,330522,20521,10352,8749,325103,3074,43868,1507,26089,7476,0,244141,37094,0
1800I Extended Core Cordon (Inbound),East/South/West,47,278480,524602,248745,307637,16807,9547,6555,216965,3381,55160,1251,27081,8404,0,120410,41395,0
1800O Extended Core Cordon (Outbound),East/North/West,49,274246,492858,242434,302882,18720,9889,6370,189976,3203,49121,1181,22542,7391,0,103761,37094,0
1801I Metro Boundary Cordon (Inbound),East/South/West,70,817732,935345,701970,845883,61604,49244,5362,89462,4914,54393,822,5135,775,0,0,35069,0
1801O Metro Boundary Cordon (Outbound),East/North/West,70,788131,885615,672113,799516,60556,50503,5414,86099,4959,54872,798,6414,812,0,0,31227,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,44,644542,937926,566451,690300,50583,19984,12480,247626,7524,96108,3489,63067,1426,0,110825,40693,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,44,625088,895894,547347,668843,50801,19929,11930,227051,7011,88417,3325,59981,1371,0,102359,36275,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,46,353719,766035,317076,397756,21089,11410,9802,368279,4144,62460,2376,45044,7672,0,264424,41395,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,46,331252,700518,292648,369500,22772,11894,9601,331018,3938,57756,2277,40671,6089,0,236168,37094,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North/West,15,43470,105765,38992,48046,2705,1042,1175,57719,731,16324,351,12403,1748,0,0,41395,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South,15,35614,86585,31588,38049,2410,932,1127,48536,684,11442,352,8696,1605,0,0,37094,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North/South/West,26,75247,269021,67277,81864,4727,1844,4573,187157,1399,25352,559,15430,3958,0,120410,41395,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South,26,64094,227162,56656,68321,4469,1757,4379,158841,1212,17986,575,11324,3477,0,103761,37094,0
1856I GO Rail (Inbound),East/North/South/West,36,0,183964,0,0,0,0,2080,183964,0,0,0,0,0,0,0,183964,0
1856O GO Rail (Outbound),East/North/South/West,36,0,164417,0,0,0,0,2054,164417,0,0,0,0,0,0,0,164417,0
