SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,15,16715,25672,13767,16146,1613,1022,664,9526,313,2668,225,2301,0,0,6729,129,0
1058I Central Area Cordon North (Inbound),South,6,14447,71165,13221,16703,869,243,962,54462,114,1204,45,773,0,0,53258,0,0
1058O Central Area Cordon North (Outbound),North,6,6379,27854,5505,6338,544,228,894,21516,102,1137,42,887,0,0,20379,0,0
1059I Downtown Cordon North (Davenport Rd.) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059O Downtown Cordon North (Davenport Rd.) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061I Downtown Core Cordon North-Dundas St (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061O Downtown Core Cordon North-Dundas St (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1062I Downtown Core Cordon South-Front St (Inbound),North,7,0,20997,0,0,0,0,201,20997,0,0,0,0,0,0,0,20997,0
1062O Downtown Core Cordon South-Front St (Outbound),South,2,0,482,0,0,0,0,60,482,0,0,0,0,0,0,0,482,0
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066O Downtown Core Cordon East-Jarvis St (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,12,35068,79477,31135,39460,2610,986,793,40017,337,4787,191,3429,0,0,22572,12658,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,10,21979,32043,18851,21662,1980,865,652,10381,283,3135,169,2004,0,0,6893,353,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,23,88450,143716,77714,96808,7174,2596,1701,46908,966,18629,469,13946,0,0,27142,1137,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,21,63507,85877,55547,65074,4858,2265,1459,20803,837,13005,473,10297,0,0,7798,0,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,9,24081,46833,21281,27530,1919,449,480,19303,432,12832,335,12482,0,0,0,6471,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,8,10253,15798,8476,9937,972,393,452,5861,412,5668,331,5373,0,0,0,193,0
1081I Extended Core Cordon West (Inbound),East,7,18920,35684,16877,21797,1324,672,178,13887,47,808,0,0,0,0,0,13079,0
1081O Extended Core Cordon West (Outbound),West,4,10908,11830,9283,10652,930,653,69,1178,42,825,0,0,0,0,0,353,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1082O Extended Core Cordon North (South of Dundas St) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,3,0,7918,0,0,0,0,70,7918,0,0,0,0,0,0,0,7918,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,1,0,129,0,0,0,0,33,129,0,0,0,0,0,0,0,129,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1798I Central Area Cordon (Pre-1986) Bathurst-CP-Don River (Inbound),East/North/South/West,39,79379,266251,70116,91175,5909,2463,2642,175076,891,22843,591,20300,0,0,131236,20997,0
1798O Central Area Cordon (Pre-1986) Bathurst-CP-Don River (Outbound),East/North/South/West,34,39312,80795,32752,37862,3621,2168,2295,42933,771,7828,535,6174,0,0,34623,482,0
1800I Extended Core Cordon (Inbound),East/West,10,18920,43602,16877,21797,1324,672,248,21805,47,808,0,0,0,0,0,20997,0
1800O Extended Core Cordon (Outbound),East/West,21,10908,11959,9283,10652,930,653,102,1307,42,825,0,0,0,0,0,482,0
1801I Metro Boundary Cordon (Inbound),East/South/West,56,140842,183640,124345,153188,9508,6159,1015,30452,830,13963,102,738,0,0,0,16489,0
1801O Metro Boundary Cordon (Outbound),East/North/West,51,90192,99738,75411,90199,8594,5544,707,9539,643,9039,96,1962,0,0,0,500,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,44,147599,270026,130130,163798,11703,4031,2974,106228,1735,36248,995,29857,0,0,49714,20266,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,39,95739,133718,82874,96673,7810,3523,2563,37045,1532,21808,973,17674,0,0,14691,546,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,47,90113,275513,78768,102002,7088,2916,3098,173511,1341,29775,938,26788,0,0,122739,20997,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,42,47781,96284,39353,46668,4684,2561,2725,49616,1183,13752,888,11912,0,0,35382,482,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North,7,0,20997,0,0,0,0,201,20997,0,0,0,0,0,0,0,20997,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),South,2,0,482,0,0,0,0,60,482,0,0,0,0,0,0,0,482,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North,7,0,20997,0,0,0,0,201,20997,0,0,0,0,0,0,0,20997,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),South,2,0,482,0,0,0,0,60,482,0,0,0,0,0,0,0,482,0
1856I GO Rail (Inbound),East/North/South/West,36,0,89809,0,0,0,0,901,89809,0,0,0,0,0,0,0,89809,0
1856O GO Rail (Outbound),East/South/West,9,0,2182,0,0,0,0,284,2182,0,0,0,0,0,0,0,2182,0
