SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Peel-Toronto Boundary) (Inbound),East,21,90502,123188,79958,94139,4976,4905,809,29049,663,10660,24,242,0,0,0,18389,0
1001O City West Boundary (Peel-Toronto Boundary) (Outbound),West,19,63335,71587,54801,63855,3976,4002,590,7732,556,7463,23,409,0,0,0,269,0
1002I City North Boundary (York-Toronto Boundary) (Inbound),South,39,86712,103396,76194,92399,7028,2837,679,10997,653,8835,190,1873,0,0,0,2162,0
1002O City North Boundary (York-Toronto Boundary) (Outbound),North,36,59114,65668,49635,58570,6005,2941,533,7098,533,7098,188,3591,0,0,0,0,0
1003I City East Boundary (Durham-Toronto Boundary) (Inbound),West,6,22322,30335,20252,23651,1103,913,118,6684,54,944,0,0,0,0,0,5740,0
1003O City East Boundary (Durham-Toronto Boundary) (Outbound),East,6,9014,9941,7704,9075,401,871,93,866,38,672,0,0,0,0,0,194,0
1004I Humber River (Inbound),East/North/South,16,74749,125990,65131,77087,5240,3819,1063,48903,559,8947,313,6742,0,0,20064,19892,0
1004O Humber River (Outbound),North/South/West,14,59659,74201,51519,59773,4213,3421,912,14428,506,6947,311,4704,0,0,7241,240,0
1005I CNR Newmarket Subdivision (Inbound),East/North,28,88056,171668,74577,90697,7858,4371,1753,80971,1250,28138,872,24757,0,0,31963,20870,0
1005O CNR Newmarket Subdivision (Outbound),South/West,25,66354,87955,56231,64644,5873,3069,1599,23311,1181,14481,841,12199,0,0,8590,240,0
