SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,15,34999,96378,32402,43839,1690,633,727,52539,274,5197,155,4161,929,0,34662,12680,0
1058I Central Area Cordon North (Inbound),South,6,12670,36599,11838,15061,604,128,820,21538,100,832,44,370,503,0,20706,0,0
1058O Central Area Cordon North (Outbound),North,6,21481,77775,20187,26559,958,220,812,51216,116,1781,44,910,585,0,49435,0,0
1059I Downtown Cordon North (Davenport Rd.) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059O Downtown Cordon North (Davenport Rd.) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061I Downtown Core Cordon North-Dundas St (Inbound),South/West,11,8536,36977,7710,9590,478,130,974,27387,218,2301,76,580,614,0,25086,0,0
1061O Downtown Core Cordon North-Dundas St (Outbound),East/North,11,8509,69312,7784,10131,470,93,900,59181,162,2291,73,1123,770,0,56890,0,0
1062I Downtown Core Cordon South-Front St (Inbound),North,3,0,964,0,0,0,0,58,964,0,0,0,0,0,0,0,964,0
1062O Downtown Core Cordon South-Front St (Outbound),South,7,0,30866,0,0,0,0,225,30866,0,0,0,0,0,0,0,30866,0
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),West,8,10419,14897,9362,11220,657,163,237,3677,237,3677,95,2540,463,0,0,0,0
1066O Downtown Core Cordon East-Jarvis St (Outbound),East,8,12955,19395,11960,15562,631,185,179,3833,179,3833,81,2710,590,0,0,0,0
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,11,37355,56348,34185,42705,2038,702,830,13643,430,5066,183,2235,107,0,8096,481,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,12,48063,95208,43950,55268,2594,1117,905,39940,402,4573,151,2184,90,0,18083,17284,0
1071I Suburban North Boundary (Highway 401 South) (Inbound),East/South,21,102898,140935,93213,114521,6736,1950,1773,26414,999,12410,420,9013,270,0,14004,0,0
1071O Suburban North Boundary (Highway 401 South) (Outbound),North/West,23,116711,173945,104880,128391,8280,2498,1810,45554,1053,15177,410,9424,220,0,27622,2755,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,8,21162,33486,18307,23468,1969,417,669,10018,469,6773,325,6359,87,0,2847,398,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,9,31817,62114,28062,36937,2702,533,749,25177,520,11367,336,10378,112,0,4367,9443,0
1081I Extended Core Cordon West (Inbound),East/South,17,34286,48835,31928,41152,1390,619,383,7683,349,7087,131,3473,862,0,0,596,0
1081O Extended Core Cordon West (Outbound),North/West,20,39857,74404,36162,48554,2396,922,515,25850,377,7664,139,3696,1167,0,0,18186,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South/West,14,13118,43150,11912,15378,753,198,1011,27772,255,2686,76,580,804,0,25086,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,15,16641,80132,15389,19759,794,204,992,60373,254,3483,73,1123,1173,0,56890,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,12,25198,32274,22268,27562,1813,788,353,4712,329,4344,124,2651,550,0,0,368,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,14,31487,56101,28889,38983,1716,614,355,17118,268,4438,112,2754,677,0,0,12680,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,10419,14897,9362,11220,657,163,237,3677,237,3677,95,2540,463,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,12955,19395,11960,15562,631,185,179,3833,179,3833,81,2710,590,0,0,0,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,41,75133,160988,68448,87993,4188,1623,2396,72995,874,12399,408,7544,2306,0,59632,964,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,44,101340,289790,93603,125604,5120,1811,2471,164186,806,14887,398,10341,3166,0,118433,30866,0
1800I Extended Core Cordon (Inbound),East/South/West,43,72602,124259,66108,84092,3956,1605,1747,40167,933,14117,331,6704,2216,0,25086,964,0
1800O Extended Core Cordon (Outbound),East/North/West,49,87985,210637,80440,107296,4906,1740,1862,103341,899,15585,324,7573,3017,0,56890,30866,0
1801I Metro Boundary Cordon (Inbound),East/South/West,66,203346,236245,178926,222044,13601,9544,1327,14201,1275,13337,232,2365,267,0,0,864,0
1801O Metro Boundary Cordon (Outbound),East/North/West,70,255522,316930,226146,272539,17323,10554,1718,44391,1499,19108,221,1351,282,0,0,25283,0
1802I Suburban Cordon-Humber River-Highway 401-CN Uxbridge (Inbound),East/North/South/West,40,161415,230769,145705,180694,10743,3069,3272,50075,1898,24249,928,17607,464,0,24947,879,0
1802O Suburban Cordon-Humber River-Highway 401-CN Uxbridge (Outbound),East/North/South/West,44,196591,331267,176892,220596,13576,4148,3464,110671,1975,31117,897,21986,422,0,50072,29482,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,42,86089,167282,78475,101587,4636,1831,2681,65695,1147,14988,653,10391,1922,0,49743,964,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,46,113171,306907,103740,139598,6114,2182,2794,167309,1135,21639,668,17093,2412,0,114804,30866,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North/West,11,10419,15861,9362,11220,657,163,295,4641,237,3677,95,2540,463,0,0,964,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South,15,12955,50261,11960,15562,631,185,404,34699,179,3833,81,2710,590,0,0,30866,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North/South/West,22,18955,52838,17072,20810,1135,293,1269,32028,455,5978,171,3120,1077,0,25086,964,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South,26,21464,119573,19744,25693,1101,278,1304,93880,341,6124,154,3833,1360,0,56890,30866,0
1856I GO Rail (Inbound),East/North/West,13,0,4081,0,0,0,0,244,4081,0,0,0,0,0,0,0,4081,0
1856O GO Rail (Outbound),East/North/South/West,36,0,136342,0,0,0,0,1049,136342,0,0,0,0,0,0,0,136342,0
