SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Peel-Toronto Boundary) (Inbound),East,21,334155,398183,287134,347645,23920,20714,2660,50538,2387,27087,78,479,328,0,0,23451,0
1001O City West Boundary (Peel-Toronto Boundary) (Outbound),West,21,323346,378003,274810,331347,24007,22196,2614,46656,2333,25923,84,635,330,0,0,20733,0
1002I City North Boundary (York-Toronto Boundary) (Inbound),South,45,358747,405286,307179,384078,32890,16371,2350,21208,2307,18214,762,3176,508,0,0,2994,0
1002O City North Boundary (York-Toronto Boundary) (Outbound),North,45,343386,389862,293260,363692,31813,15949,2407,26170,2364,23276,781,5615,479,0,0,2894,0
1003I City East Boundary (Durham-Toronto Boundary) (Inbound),West,6,85302,104136,75164,90793,4856,5000,466,13343,282,4016,1,1,76,0,0,9327,0
1003O City East Boundary (Durham-Toronto Boundary) (Outbound),East,6,73847,90220,62879,77423,4977,5685,476,12797,306,4315,1,20,75,0,0,8482,0
1004I Humber River (Inbound),East/North/South,17,332912,444494,289245,349757,22397,18691,4184,94737,2579,33241,1045,15928,682,0,36609,24887,0
1004O Humber River (Outbound),North/South/West,17,319381,421541,274909,333221,23122,18805,4140,88320,2545,31614,1029,15686,724,0,34652,22054,0
1005I CNR Newmarket Subdivision (Inbound),East/North,28,360544,548675,307782,389637,30101,17892,6350,159038,4769,77503,2805,56869,3214,0,55598,25937,0
1005O CNR Newmarket Subdivision (Outbound),South/West,28,357929,528913,304922,378667,29753,18452,6392,150246,4802,74667,2778,49891,2769,0,52496,23083,0
1006I CNR Bala Subdivision (Inbound),North/South/West,29,390216,579391,340802,416968,27177,18321,5408,162423,3916,61084,2269,47113,4692,0,84832,16507,0
1006O CNR Bala Subdivision (Outbound),East/North/South,29,370561,535519,323633,402076,26148,16785,5493,133443,3995,54525,2360,41468,3780,0,63810,15108,0
1007I CNR Uxbridge Subdivision (Inbound),West,16,245622,335672,210901,261878,19662,11836,3963,73794,3223,47786,1818,36546,487,0,12422,13586,0
1007O CNR Uxbridge Subdivision (Outbound),East,16,224315,309025,192416,239110,18108,10690,3835,69915,3101,44734,1821,35243,473,0,12886,12295,0
1008I Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Inbound),South,37,324528,521731,283026,356165,27252,9818,7694,165566,4432,62484,2567,52432,1787,0,96065,7017,0
1008O Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Outbound),North,37,315471,512743,276389,346496,25148,9648,7594,166247,4286,61877,2523,52174,1583,0,97850,6520,0
1009I Hwy 401 South (Inbound),East/South/West,48,754353,954862,650453,797033,66097,30215,10332,157829,7588,91508,3165,60420,1365,0,58685,7636,0
1009O Hwy 401 South (Outbound),East/North/West,51,726015,942286,629121,784342,63372,26049,10197,157944,7473,88882,3146,58536,1396,0,61977,7085,0
1010I Hwy 401 North (Inbound),East/South/West,44,575256,742267,496454,607637,47870,25425,8251,134630,5507,68627,2484,48984,995,0,58685,7318,0
1010O Hwy 401 North (Outbound),East/North/West,48,571434,743279,496982,603734,45430,23424,8322,139545,5598,70779,2569,49118,1029,0,61977,6789,0
1011I Taylor Creek-Victoria Park (Inbound),South/West,11,144531,250669,129569,161446,9378,3871,3043,89223,1713,24056,970,18205,631,0,50814,14353,0
1011O Taylor Creek-Victoria Park (Outbound),East/North,11,126487,209199,110406,138277,10488,3895,3220,70922,1698,21565,877,15787,568,0,36287,13070,0
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,14,103169,254765,91816,117885,7591,2562,3930,136880,1200,22849,855,19785,2865,0,114031,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,14,95992,250870,84704,107664,7653,2423,3934,143206,1212,21847,885,19561,2533,0,121359,0,0
1014I Central Area Cordon West (Bathurst St) (After 1986) (Inbound),East,24,141766,302389,125522,166274,9602,5066,3169,136115,1576,33080,821,21195,7068,0,77098,25937,0
1014O Central Area Cordon West (Bathurst St) (After 1986) (Outbound),West,23,123649,256250,107759,136910,9326,4956,3192,119340,1608,29570,793,14201,5867,0,66687,23083,0
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East/North,17,143769,280788,125272,165756,10830,5673,3575,115032,1994,33497,1227,22008,2580,0,55598,25937,0
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),South/West,17,123090,242299,105627,134048,9952,5568,3533,108251,1943,32672,1189,18437,2167,0,52496,23083,0
1035I Central Area Cordon East (Don River) (Inbound),North/South/West,17,135656,272494,118874,153411,10552,5001,2721,119083,1229,17744,600,9957,4101,0,84832,16507,0
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,17,127094,234397,110607,141901,9424,5848,2713,92496,1215,13578,663,8147,3116,0,63810,15108,0
1058I Central Area Cordon North (Inbound),South,6,62972,190993,57558,72475,3764,1344,3036,118518,306,4487,152,2309,1732,0,114031,0,0
1058O Central Area Cordon North (Outbound),North,6,56289,188803,51100,63698,3682,1212,3017,125105,295,3746,172,2223,1621,0,121359,0,0
1059I Downtown Cordon North (Davenport Rd.) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059O Downtown Cordon North (Davenport Rd.) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061I Downtown Core Cordon North-Dundas St (Inbound),South/West,11,31798,160957,27791,33973,2596,858,3295,126984,553,6577,255,3139,1397,0,120407,0,0
1061O Downtown Core Cordon North-Dundas St (Outbound),East/North,11,31367,135018,27503,34504,2441,953,3232,100514,470,4583,262,2832,1443,0,95931,0,0
1062I Downtown Core Cordon South-Front St (Inbound),North,7,0,42367,0,0,0,0,491,42367,0,0,0,0,0,0,0,42367,0
1062O Downtown Core Cordon South-Front St (Outbound),South,7,0,38214,0,0,0,0,494,38214,0,0,0,0,0,0,0,38214,0
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),West,8,41927,60746,37553,47476,2723,984,667,13270,667,13270,368,9441,1448,0,0,0,0
1066O Downtown Core Cordon East-Jarvis St (Outbound),East,8,35134,47114,31027,37942,2545,929,633,9172,633,9172,382,6972,1477,0,0,0,0
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,12,157032,254943,141982,174502,9810,3822,3023,80441,1418,18945,546,7470,599,0,36609,24887,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,12,144168,232750,126959,158565,11047,4741,3016,74185,1421,17479,532,7271,609,0,34652,22054,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,23,412960,550036,357909,441598,36871,14098,6783,108438,4082,46632,1652,31486,916,0,58685,3121,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,23,400901,550842,349836,436706,33742,13265,6739,114136,4058,49193,1668,32293,926,0,61977,2966,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,9,91838,154076,76813,98146,10368,2754,2643,55930,1903,29922,1171,25300,331,0,12422,13586,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,9,88709,149930,74492,97022,9707,2607,2637,52908,1903,27727,1209,23467,325,0,12886,12295,0
1081I Extended Core Cordon West (Inbound),East/South,19,130847,204086,115406,151171,9199,4856,1657,52915,1386,26978,608,13353,2480,0,0,25937,0
1081O Extended Core Cordon West (Outbound),North/West,20,119319,179681,104805,131559,8405,4797,1600,48122,1312,25039,591,9052,2068,0,0,23083,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South/West,14,54439,189160,48412,60192,3986,1358,3425,128968,683,8561,255,3139,2062,0,120407,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,15,55337,165873,48887,61441,4070,1556,3586,104432,824,8501,262,2832,2281,0,95931,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,14,100378,145712,88630,112161,6730,3961,1277,33551,1057,17044,489,9670,2111,0,0,16507,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,14,87758,122430,75817,95134,7068,3865,1214,27296,1008,12188,494,7244,2050,0,0,15108,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,41927,60746,37553,47476,2723,984,667,13270,667,13270,368,9441,1448,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,35134,47114,31027,37942,2545,929,633,9172,633,9172,382,6972,1477,0,0,0,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,47,340394,765876,301954,392160,23918,11411,8926,373716,3111,55311,1573,33461,12901,0,275961,42444,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,46,307032,679450,269466,342509,22432,12016,8922,336941,3118,46894,1628,24571,10604,0,251856,38191,0
1800I Extended Core Cordon (Inbound),East/South/West,47,285664,538958,252448,323524,19915,10175,6359,215434,3126,52583,1352,26162,6653,0,120407,42444,0
1800O Extended Core Cordon (Outbound),East/North/West,49,262414,467984,229509,288134,19543,10218,6400,179850,3144,45728,1347,19128,6399,0,95931,38191,0
1801I Metro Boundary Cordon (Inbound),East/South/West,72,778204,907605,669477,822516,61666,42085,5476,85089,4976,49317,841,3656,912,0,0,35772,0
