SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Peel-Toronto Boundary) (Inbound),East,22,428253,472375,361112,404162,35449,28693,3040,68213,2999,31256,143,1313,223,0,0,36957,0
1001O City West Boundary (Peel-Toronto Boundary) (Outbound),West,22,436221,492951,371558,419514,31082,30621,2996,73437,2960,40093,192,2591,235,0,0,33344,0
1002I City North Boundary (York-Toronto Boundary) (Inbound),South,45,543175,603373,479770,551857,32506,27724,3187,51516,3175,40063,787,7692,104,0,0,11453,0
1002O City North Boundary (York-Toronto Boundary) (Outbound),North,45,515373,572435,453107,520494,31470,27648,3160,51941,3148,41701,818,10460,87,0,0,10240,0
1003I City East Boundary (Durham-Toronto Boundary) (Inbound),West,6,123663,134987,105970,116316,8934,8448,336,18671,311,4982,0,0,21,0,0,13689,0
1003O City East Boundary (Durham-Toronto Boundary) (Outbound),East,6,108191,118033,91507,101293,8420,7968,318,16740,296,4723,0,0,20,0,0,12017,0
1004I Humber River (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1004O Humber River (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1005I CNR Newmarket Subdivision (Inbound),East/North,19,168773,257830,156999,175313,4170,5312,2338,82517,2292,39709,1338,29292,479,0,0,42808,0
1005O CNR Newmarket Subdivision (Outbound),South/West,19,162565,252384,150142,175571,4455,5699,2311,76813,2269,37064,1308,24201,358,0,0,39749,0
1006I CNR Bala Subdivision (Inbound),North/South/West,17,154751,296832,138849,161441,8942,5423,1784,135391,1537,32109,767,27122,1580,0,75786,27496,0
1006O CNR Bala Subdivision (Outbound),East/North/South,17,152548,273760,137288,160142,8868,5017,1610,113618,1375,26505,690,20809,1529,0,62363,24750,0
1007I CNR Uxbridge Subdivision (Inbound),West,9,131312,220891,124775,154326,741,3107,2689,66565,2689,66565,1881,60591,3,0,0,0,0
1007O CNR Uxbridge Subdivision (Outbound),East,9,122334,200909,116008,141962,848,2838,2640,58947,2640,58947,1890,54051,6,0,0,0,0
1008I Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1008O Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1009I Hwy 401 South (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1009O Hwy 401 South (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1010I Hwy 401 North (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1010O Hwy 401 North (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1011I Taylor Creek-Victoria Park (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1011O Taylor Creek-Victoria Park (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,6,62748,305960,59174,66244,2547,736,757,142237,291,4146,102,1762,1400,0,138091,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,6,60135,277855,56948,67002,2160,730,754,123691,297,3354,84,1183,958,0,120337,0,0
1014I Central Area Cordon West (Bathurst St) (After 1986) (Inbound),East,23,157594,322910,144714,160296,6743,4613,1776,162614,1524,39771,787,30422,3072,0,80035,42808,0
