SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Peel-Toronto Boundary) (Inbound),East,21,99626,105720,86147,97266,6426,6476,580,8454,577,7857,0,0,47,0,0,597,0
1001O City West Boundary (Peel-Toronto Boundary) (Outbound),West,21,108868,139573,95111,109460,6831,6340,605,30113,586,9143,1,5,53,0,0,20970,0
1002I City North Boundary (York-Toronto Boundary) (Inbound),South,45,120640,131858,107791,127110,6988,5336,525,4748,525,4748,198,2329,76,0,0,0,0
1002O City North Boundary (York-Toronto Boundary) (Outbound),North,45,142645,162986,127646,149938,8615,5796,595,13048,588,7452,218,2351,79,0,0,5596,0
1003I City East Boundary (Durham-Toronto Boundary) (Inbound),West,6,20303,22870,17136,21663,1476,1627,69,1207,64,670,0,0,4,0,0,537,0
1003O City East Boundary (Durham-Toronto Boundary) (Outbound),East,6,42436,49946,38526,41906,2172,1672,73,8040,66,447,0,0,4,0,0,7593,0
1004I Humber River (Inbound),East/North/South,17,83850,102628,73448,86902,5325,4427,721,15726,650,7259,282,4739,119,0,7849,618,0
1004O Humber River (Outbound),North/South/West,17,91862,146658,80901,96395,5596,4691,759,50263,674,8964,291,5799,92,0,18342,22957,0
1005I CNR Newmarket Subdivision (Inbound),East/North,28,92814,128591,82015,96263,5878,3671,1322,32328,1250,20835,814,18030,517,0,10703,790,0
1005O CNR Newmarket Subdivision (Outbound),South/West,28,112732,199166,98500,120171,7698,5194,1425,78995,1340,28112,833,22907,674,0,24436,26447,0
1006I CNR Bala Subdivision (Inbound),North/South/West,29,95422,130841,85682,100664,4741,3883,1183,30177,1116,16899,781,14601,592,0,12769,509,0
1006O CNR Bala Subdivision (Outbound),East/North/South,29,116218,206973,104929,125620,5724,4310,1336,81353,1255,27603,844,24513,552,0,35996,17754,0
1007I CNR Uxbridge Subdivision (Inbound),West,17,60520,84444,54210,68487,3208,2336,819,15957,766,11058,467,9586,133,0,4254,645,0
1007O CNR Uxbridge Subdivision (Outbound),East,17,82277,121274,73762,89308,4986,2716,869,31966,813,13119,448,11592,96,0,5798,13049,0
1008I Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1008O Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1009I Hwy 401 South (Inbound),East/South/West,46,183390,244941,167500,200365,9657,4409,1966,44576,1835,23842,831,17652,243,0,20734,0,0
1009O Hwy 401 South (Outbound),East/North/West,48,203538,287039,183171,218418,11847,6541,2100,68621,1965,28666,846,19587,185,0,29799,10156,0
1010I Hwy 401 North (Inbound),East/South,12,31077,42347,28629,35755,1453,611,395,6592,395,6592,219,5834,86,0,0,0,0
1010O Hwy 401 North (Outbound),North/West,12,28749,48179,26149,32770,1599,576,418,15409,411,7532,231,6604,87,0,0,7877,0
1011I Taylor Creek-Victoria Park (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1011O Taylor Creek-Victoria Park (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,7,14222,48743,13115,15538,757,207,277,33205,143,2500,84,1820,264,0,30705,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,7,20795,73908,19239,23021,1124,293,268,50887,139,2660,78,2040,339,0,48227,0,0
1014I Central Area Cordon West (Bathurst St) (After 1986) (Inbound),East,23,32451,56232,29548,34016,1692,846,436,22216,365,6514,211,5294,1145,0,14912,790,0
1014O Central Area Cordon West (Bathurst St) (After 1986) (Outbound),West,23,43957,117706,39930,49298,2440,1204,474,68408,383,9079,201,5959,1539,0,32882,26447,0
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East/North,17,32444,52279,29038,32996,1950,900,628,19283,556,7790,365,6390,409,0,10703,790,0
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),South/West,17,40644,107468,35968,43941,2854,1235,672,63527,587,12644,408,10239,569,0,24436,26447,0
1035I Central Area Cordon East (Don River) (Inbound),North/South/West,17,27144,49411,24380,28797,1541,784,506,20614,439,7336,362,6371,456,0,12769,509,0
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,17,40170,109653,36333,44004,2269,1023,626,65649,545,11899,426,10899,427,0,35996,17754,0
