SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1011I Taylor Creek-Victoria Park (Inbound),South/West,10,32975,52796,29328,36137,2415,807,858,16659,425,7374,291,6090,0,0,8955,330,0
1011O Taylor Creek-Victoria Park (Outbound),East/North,11,41542,93470,37145,47623,2844,1057,1022,45847,496,9271,313,7677,0,0,29219,7357,0
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,14,22852,62831,19795,25032,2220,432,1377,37799,405,7462,290,6801,0,0,30337,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,14,32641,109748,28392,36397,3117,705,1365,73351,427,9802,300,8692,0,0,63549,0,0
1014I Central Area Cordon West (Bathurst St) (After 1986) (Inbound),East,21,32999,61559,28351,35761,3151,1039,903,25798,458,6935,283,5099,0,0,18530,333,0
1014O Central Area Cordon West (Bathurst St) (After 1986) (Outbound),West,23,41546,116595,35360,46253,4309,1430,1036,70342,447,12094,255,9240,0,0,43709,14539,0
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East/North,14,34606,58295,29406,37340,3396,1221,1046,20955,583,8473,434,6841,0,0,12149,333,0
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),South/West,17,39765,107747,33700,44102,4007,1418,1229,63645,640,12682,438,9785,0,0,36424,14539,0
1035I Central Area Cordon East (Don River) (Inbound),North/South/West,15,30429,57513,25626,31606,3155,1235,888,25907,413,4890,269,3970,0,0,20713,304,0
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,17,44665,111360,38256,48803,4537,1472,887,62557,400,9476,255,8526,0,0,44527,8554,0
1058I Central Area Cordon North (Inbound),South,5,13253,45814,11892,14333,1070,189,1074,31481,102,1144,44,685,0,0,30337,0,0
1058O Central Area Cordon North (Outbound),North,5,20873,88996,18585,23435,1840,334,1052,65561,114,2012,47,1222,0,0,63549,0,0
1059I Downtown Cordon North (Davenport Rd.) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059O Downtown Cordon North (Davenport Rd.) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061I Downtown Core Cordon North-Dundas St (Inbound),South/West,11,8280,37369,7062,9141,868,203,1093,28228,147,2586,71,1084,0,0,25642,0,0
1061O Downtown Core Cordon North-Dundas St (Outbound),East/North,11,8770,76585,7597,10057,824,196,1063,66528,153,2507,74,1396,0,0,64021,0,0
1062I Downtown Core Cordon South-Front St (Inbound),North,2,0,637,0,0,0,0,56,637,0,0,0,0,0,0,0,637,0
1062O Downtown Core Cordon South-Front St (Outbound),South,7,0,22939,0,0,0,0,194,22939,0,0,0,0,0,0,0,22939,0
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),West,8,8645,12414,7153,8533,1043,257,192,3881,192,3881,145,3472,0,0,0,0,0
1066O Downtown Core Cordon East-Jarvis St (Outbound),East,8,12888,19000,11103,14700,1288,317,180,4300,180,4300,130,3970,0,0,0,0,0
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,10,41767,64457,37210,47256,2931,1286,814,17201,340,6679,178,3717,0,0,10176,346,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,12,45247,93991,40649,52147,2948,1294,937,41844,356,6777,202,3796,0,0,21463,13604,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,21,102909,141749,90360,111448,7911,3584,1783,30301,1054,17066,502,12588,0,0,13235,0,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,23,123964,195767,109318,136215,9387,4039,1922,59552,1220,24265,510,14998,0,0,33611,1676,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,8,20341,33100,17710,22356,1470,658,662,10744,503,7230,350,6611,0,0,3189,325,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,9,31553,61251,27440,35398,2884,649,765,25853,580,14950,409,14057,0,0,4036,6867,0
1081I Extended Core Cordon West (Inbound),East/South,16,32750,41845,28297,35547,3120,1043,315,6298,290,5965,140,4122,0,0,0,333,0
1081O Extended Core Cordon West (Outbound),North/West,20,36483,63333,31420,40840,3520,1226,444,22493,317,7954,147,4887,0,0,0,14539,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South/West,14,13933,44686,12124,15922,1333,305,1117,28764,171,3122,71,1084,0,0,25642,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,15,15629,84859,13549,17271,1530,334,1126,67588,216,3567,74,1396,0,0,64021,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,12,22316,27595,18459,22848,2509,1093,286,4747,255,4443,166,3618,0,0,0,304,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,14,27393,42463,23124,29198,2935,1092,309,13265,242,4711,159,4056,0,0,0,8554,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,8645,12414,7153,8533,1043,257,192,3881,192,3881,145,3472,0,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,12888,19000,11103,14700,1288,317,180,4300,180,4300,130,3970,0,0,0,0,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,42,76681,164886,65869,81700,7376,2463,2865,83186,973,12969,596,9754,0,0,69580,637,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,46,107084,316951,92201,118491,10686,3236,2975,198460,961,23582,557,18988,0,0,151785,23093,0
1800I Extended Core Cordon (Inbound),East/South/West,42,68999,114126,58880,74317,6962,2441,1718,39809,716,13530,377,8824,0,0,25642,637,0
1800O Extended Core Cordon (Outbound),East/North/West,49,79505,190655,68093,87309,7985,2652,1879,103346,775,16232,380,10339,0,0,64021,23093,0
1801I Metro Boundary Cordon (Inbound),East/South/West,54,176286,209215,149786,191988,14161,11187,1221,17227,1152,16510,198,2307,0,0,0,717,0
1801O Metro Boundary Cordon (Outbound),East/North/West,59,204174,259184,176968,220253,14976,11046,1367,38931,1184,22061,191,1768,0,0,0,16870,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,39,165017,239306,145280,181060,12312,5528,3259,58246,1897,30975,1030,22916,0,0,26600,671,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,44,200764,351009,177407,223760,15219,5982,3624,127249,2156,45992,1121,32851,0,0,59110,22147,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,43,87887,178639,74827,93978,8771,2888,3311,84661,1401,20825,993,17612,0,0,63199,637,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,48,117071,328855,100348,129302,11661,3595,3481,199553,1467,31960,993,27003,0,0,144500,23093,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North/West,10,8645,13051,7153,8533,1043,257,248,4518,192,3881,145,3472,0,0,0,637,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South,15,12888,41939,11103,14700,1288,317,374,27239,180,4300,130,3970,0,0,0,22939,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North/South/West,21,16925,50420,14215,17674,1911,460,1341,32746,339,6467,216,4556,0,0,25642,637,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South,26,21658,118524,18700,24757,2112,513,1437,93767,333,6807,204,5366,0,0,64021,22939,0
1856I GO Rail (Inbound),East/North/West,9,0,2992,0,0,0,0,273,2992,0,0,0,0,0,0,0,2992,0
1856O GO Rail (Outbound),East/North/South/West,36,0,98730,0,0,0,0,887,98730,0,0,0,0,0,0,0,98730,0
