SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Peel-Toronto Boundary) (Inbound),East/South,22,117852,122548,101675,114543,8285,7235,661,8005,657,6950,27,239,61,0,0,1055,0
1001O City West Boundary (Peel-Toronto Boundary) (Outbound),North/West,22,137739,171865,120458,137449,9127,7467,707,34416,687,8821,46,577,74,0,0,25595,0
1002I City North Boundary (York-Toronto Boundary) (Inbound),South,49,147660,170519,132715,159989,7711,6426,808,10530,808,10530,155,2143,85,0,0,0,796
1002O City North Boundary (York-Toronto Boundary) (Outbound),North,49,172719,212666,157577,186691,7415,6922,814,25975,805,14627,153,2223,69,0,0,11348,462
1003I City East Boundary (Durham-Toronto Boundary) (Inbound),West,7,23899,24773,20046,23356,1873,1892,91,1417,88,1116,0,0,6,0,0,301,0
1003O City East Boundary (Durham-Toronto Boundary) (Outbound),East,7,44331,53474,39851,43350,2403,2000,85,10124,77,1584,0,0,2,0,0,8540,0
1004I Humber River (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1004O Humber River (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1005I CNR Newmarket Subdivision (Inbound),East,7,25106,29673,23745,24997,591,585,189,4676,185,3541,17,750,124,0,0,1135,55
1005O CNR Newmarket Subdivision (Outbound),West,7,24441,64515,22597,27544,933,744,190,36971,167,4009,15,502,134,0,0,32962,55
1006I CNR Bala Subdivision (Inbound),North/South/West,16,39810,65751,35525,41919,2262,1558,528,23832,465,9557,216,7180,507,0,13732,543,663
1006O CNR Bala Subdivision (Outbound),East/North/South,16,48219,117255,43777,52873,2604,1407,502,64382,431,9963,187,7546,714,0,32627,21792,987
1007I CNR Uxbridge Subdivision (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1007O CNR Uxbridge Subdivision (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1008I Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1008O Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1009I Hwy 401 South (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1009O Hwy 401 South (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1010I Hwy 401 North (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1010O Hwy 401 North (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1011I Taylor Creek-Victoria Park (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1011O Taylor Creek-Victoria Park (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,6,13878,48614,13240,15698,411,147,196,32916,80,744,26,314,344,0,32172,0,1259
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,6,20269,77454,19404,23058,585,184,209,54396,96,1308,23,568,424,0,53088,0,986
1014I Central Area Cordon West (Bathurst St) (After 1986) (Inbound),East,26,42520,76616,39790,43683,1371,891,528,32933,468,11592,219,7728,1246,0,20206,1135,6789
1014O Central Area Cordon West (Bathurst St) (After 1986) (Outbound),West,26,45035,124245,41477,49890,1914,1199,526,74355,445,12513,212,8060,1469,0,28880,32962,7347
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East,7,25106,29673,23745,24997,591,585,189,4676,185,3541,17,750,124,0,0,1135,55
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),West,7,24441,64515,22597,27544,933,744,190,36971,167,4009,15,502,134,0,0,32962,55
1035I Central Area Cordon East (Don River) (Inbound),North/South/West,16,39810,65751,35525,41919,2262,1558,528,23832,465,9557,216,7180,507,0,13732,543,663
1035O Central Area Cordon East (Don River) (Outbound),East/North/South,16,48219,117255,43777,52873,2604,1407,502,64382,431,9963,187,7546,714,0,32627,21792,987
1058I Central Area Cordon North (Inbound),South,6,13878,48614,13240,15698,411,147,196,32916,80,744,26,314,344,0,32172,0,1259
1058O Central Area Cordon North (Outbound),North,6,20269,77454,19404,23058,585,184,209,54396,96,1308,23,568,424,0,53088,0,986
1059I Downtown Cordon North (Davenport Rd.) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059O Downtown Cordon North (Davenport Rd.) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061I Downtown Core Cordon North-Dundas St (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061O Downtown Core Cordon North-Dundas St (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1062I Downtown Core Cordon South-Front St (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1062O Downtown Core Cordon South-Front St (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066O Downtown Core Cordon East-Jarvis St (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1070I Suburban West Boundary (Humber River) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1070O Suburban West Boundary (Humber River ) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1071I Suburban North Boundary (Hwy 401 South) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1071O Suburban North Boundary (Hwy 401 South) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1081I Extended Core Cordon West (Inbound),East,8,26970,32154,25462,27189,694,615,203,4965,199,3830,17,750,124,0,0,1135,55
1081O Extended Core Cordon West (Outbound),West,8,25933,66455,23976,29276,1015,764,201,37179,178,4217,15,502,134,0,0,32962,55
1082I Extended Core Cordon North (South of Dundas St) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1082O Extended Core Cordon North (South of Dundas St) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,3,0,543,0,0,0,0,4,543,0,0,0,0,0,0,0,543,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,3,0,21792,0,0,0,0,17,21792,0,0,0,0,0,0,0,21792,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,48,96208,190981,88555,101300,4044,2596,1252,89681,1013,21893,461,15222,2097,0,66110,1678,8711
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,48,113523,318954,104658,125821,5103,2790,1237,193133,972,23784,422,16174,2607,0,114595,54754,9320
1800I Extended Core Cordon (Inbound),East/West,11,26970,32697,25462,27189,694,615,207,5508,199,3830,17,750,124,0,0,1678,55
1800O Extended Core Cordon (Outbound),East/West,11,25933,88247,23976,29276,1015,764,218,58971,178,4217,15,502,134,0,0,54754,55
1801I Metro Boundary Cordon (Inbound),East/South/West,78,289411,317840,254436,297888,17869,15553,1560,19952,1553,18596,182,2382,152,0,0,1356,796
1801O Metro Boundary Cordon (Outbound),East/North/West,78,354789,438005,317886,367490,18945,16389,1606,70515,1569,25032,199,2800,145,0,0,45483,462
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,29,78794,144038,72510,82614,3264,2290,913,61424,730,13842,259,8244,975,0,45904,1678,1977
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,29,92929,259224,85778,103475,4122,2335,901,155749,694,15280,225,8616,1272,0,85715,54754,2028
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
