SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1001I City West Boundary (Peel-Toronto Boundary) (Inbound),East,21,395982,460623,342978,399201,20653,29764,2839,61422,2587,33625,110,1588,0,0,0,27797,0
1001O City West Boundary (Peel-Toronto Boundary) (Outbound),West,21,375173,439709,321463,385521,22102,29279,2565,54188,2329,30130,88,1031,0,0,0,24058,0
1002I City North Boundary (York-Toronto Boundary) (Inbound),South,43,444163,498530,386505,472556,30350,25151,2198,25974,2157,21882,682,3734,0,0,0,4092,0
1002O City North Boundary (York-Toronto Boundary) (Outbound),North,43,430327,478478,372261,448681,30725,25175,2205,29797,2166,26288,735,7395,0,0,0,3509,0
1003I City East Boundary (Durham-Toronto Boundary) (Inbound),West,6,100233,117367,85859,103241,6212,7895,436,14126,267,4177,0,0,0,0,0,9949,0
1003O City East Boundary (Durham-Toronto Boundary) (Outbound),East,6,88191,103837,74899,88759,5301,7694,466,15078,297,6456,0,0,0,0,0,8622,0
1004I Humber River (Inbound),East/North/South,17,344106,464020,292462,353859,24925,23871,4228,110161,2848,44994,1196,19320,0,0,35599,29568,0
1004O Humber River (Outbound),North/South/West,17,318587,425933,271418,328580,22059,22405,4061,97353,2705,41034,1153,17003,0,0,30645,25674,0
1005I CNR Newmarket Subdivision (Inbound),East,7,71072,117124,63050,77293,4317,3129,831,39831,576,8998,39,375,0,0,0,30833,0
1005O CNR Newmarket Subdivision (Outbound),West,7,58229,96926,51588,64465,3375,2922,591,32461,344,5590,42,706,0,0,0,26871,0
1006I CNR Bala Subdivision (Inbound),North/South/West,18,159131,288338,143048,177085,9027,5726,2721,111253,1330,18612,675,12638,0,0,73101,19540,0
1006O CNR Bala Subdivision (Outbound),East/North/South,18,140673,251082,124722,154815,9094,5574,2697,96267,1283,17417,684,10111,0,0,61666,17184,0
1007I CNR Uxbridge Subdivision (Inbound),West,16,235907,322966,205580,252684,14747,12838,2924,70282,2742,42870,1648,35087,0,0,11448,15964,0
1007O CNR Uxbridge Subdivision (Outbound),East,16,235920,316730,202046,250497,17304,13846,2906,66233,2724,41197,1637,33758,0,0,11324,13712,0
1008I Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1008O Eglinton Avenue-Humber River to CNR Uxbridge Subdivision (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1009I Hwy 401 South (Inbound),East/South/West,48,791333,1056060,693904,845579,53573,36887,10673,210481,6969,94571,3020,54293,0,0,106028,9882,0
1009O Hwy 401 South (Outbound),East/North/West,52,765570,1014055,673085,821600,52289,33377,10503,192455,6819,89658,3047,53736,0,0,94302,8495,0
1010I Hwy 401 North (Inbound),East/South,12,97007,138860,86664,110068,6047,2978,1371,28792,1318,21693,826,18910,0,0,0,7099,0
1010O Hwy 401 North (Outbound),North/West,12,86245,120346,76432,95096,5597,2917,1352,25250,1299,19140,865,17189,0,0,0,6110,0
1011I Taylor Creek-Victoria Park (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1011O Taylor Creek-Victoria Park (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1012I Railway Cordon North (North Toronto Subdivision) (Inbound),South,6,59720,185779,55040,66577,3339,917,2884,119202,424,5733,149,1973,0,0,113469,0,0
1012O Railway Cordon North (North Toronto Subdivision) (Outbound),North,6,61331,171168,57339,70124,2610,1025,2811,101044,357,5043,121,1511,0,0,96001,0,0
1014I Central Area Cordon West (Bathurst St) (After 1986) (Inbound),East,24,138269,282406,123281,152142,8393,5049,3013,130264,1546,31222,587,15400,0,0,68209,30833,0
1014O Central Area Cordon West (Bathurst St) (After 1986) (Outbound),West,23,120259,252057,106632,132256,7506,4751,2847,119801,1370,24231,577,13279,0,0,68699,26871,0
1031I Railway Cordon West (Newmarket Subdivision) (Inbound),East,7,71072,117124,63050,77293,4317,3129,831,39831,576,8998,39,375,0,0,0,30833,0
1031O Railway Cordon West (Newmarket Subdivision) (Outbound),West,7,58229,96926,51588,64465,3375,2922,591,32461,344,5590,42,706,0,0,0,26871,0
