SCREEN LINE,DIRECTION,NUMBER OF STATIONS,TOTAL VEHICLES,TOTAL PERSONS,TOTAL AUTO,TOTAL AUTO PERSONS,TOTAL LIGHT TRUCKS,TOTAL TRUCKS (EXCLUDING LIGHT TRUCKS),TOTAL TRANSIT,TOTAL TRANSIT PERSONS,TOTAL BUSES,TOTAL BUS PASSENGERS,TOTAL LOCAL BUSES,TOTAL LOCAL BUS PASSENGERS,TOTAL BICYCLES,TOTAL MOTORCYCLES,TOTAL SUBWAY PASSENGERS,TOTAL GO TRAIN PASSENGERS,TOTAL PEDESTRIANS
1059I Downtown Cordon North (Davenport Rd.) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1059O Downtown Cordon North (Davenport Rd.) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1061I Downtown Core Cordon North-Dundas St (Inbound),South/West,11,32306,189991,26724,34177,3719,1281,3928,155814,582,10655,273,6045,0,0,145159,0,0
1061O Downtown Core Cordon North-Dundas St (Outbound),East/North,11,31687,160932,26238,33427,3673,1288,3828,127505,488,6082,264,3754,0,0,121423,0,0
1062I Downtown Core Cordon South-Front St (Inbound),North,7,0,29355,0,0,0,0,365,29355,0,0,0,0,0,0,0,29355,0
1062O Downtown Core Cordon South-Front St (Outbound),South,7,0,27168,0,0,0,0,356,27168,0,0,0,0,0,0,0,27168,0
1065I Downtown Core Cordon West-University Ave (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1065O Downtown Core Cordon West-University Ave (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1066I Downtown Core Cordon East-Jarvis St (Inbound),West,8,44571,65469,37558,48503,4836,1512,665,16966,665,16966,479,15637,0,0,0,0,0
1066O Downtown Core Cordon East-Jarvis St (Outbound),East,8,35151,49007,29074,35937,4102,1365,610,13070,610,13070,460,11793,0,0,0,0,0
1070I Suburban West Boundary (Humber River) (Inbound),East/North/South,12,157227,255642,137580,173714,11687,6713,2896,81928,1247,23024,613,9810,0,0,41270,17634,0
1070O Suburban West Boundary (Humber River ) (Outbound),North/South/West,12,136914,224672,119275,148459,10527,5901,2852,76213,1211,18837,653,10250,0,0,40628,16748,0
1071I Suburban North Boundary (Hwy 401 South) (Inbound),East/South,23,396381,542830,337708,414913,36516,18198,6748,127917,3959,62376,1794,39618,0,0,63594,1947,0
1071O Suburban North Boundary (Hwy 401 South) (Outbound),North/West,23,405579,551498,345578,423941,36654,19239,6826,127557,4108,64232,1843,41066,0,0,61649,1676,0
1072I Suburban East Boundary (Uxbridge Subdivision) (Inbound),West,9,88624,145803,74349,93555,8974,3429,2475,52248,1872,31698,1230,28964,0,0,11687,8863,0
1072O Suburban East Boundary (Uxbridge Subdivision) (Outbound),East,9,81983,135281,68247,86033,8733,3109,2491,49248,1894,31052,1281,28360,0,0,9890,8306,0
1081I Extended Core Cordon West (Inbound),East/South,19,123693,166003,103717,126590,12695,6219,1262,39413,1062,21171,493,13236,0,0,0,18242,0
1081O Extended Core Cordon West (Outbound),North/West,20,125233,172002,104467,131772,13548,6075,1352,40230,1143,22917,520,13344,0,0,0,17313,0
1082I Extended Core Cordon North (South of Dundas St) (Inbound),South/West,14,55684,217520,47319,60130,5902,1790,4019,157390,673,12231,273,6045,0,0,145159,0,0
1082O Extended Core Cordon North (South of Dundas St) (Outbound),East/North,15,56661,189348,47981,59209,6090,1886,4044,130139,704,8716,264,3754,0,0,121423,0,0
1083I Extended Core Cordon East (West of Jarvis) (Inbound),West,14,101904,135072,83496,105054,11489,5924,1160,30018,995,19059,601,16053,0,0,0,10959,0
1083O Extended Core Cordon East (West of Jarvis) (Outbound),East,14,79862,102012,63708,77284,10157,5122,1022,24728,875,14719,597,12221,0,0,0,10009,0
1084I Downtown Cordon West (University Ave: Front-Davenport) (Inbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1084O Downtown Cordon West (University Ave: Front-Davenport) (Outbound),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1085I Downtown Cordon East (Jarvis: Front-Bloor) (Inbound),West,8,44571,65469,37558,48503,4836,1512,665,16966,665,16966,479,15637,0,0,0,0,0
1085O Downtown Cordon East (Jarvis: Front-Bloor) (Outbound),East,8,35151,49007,29074,35937,4102,1365,610,13070,610,13070,460,11793,0,0,0,0,0
1799I Central Area Cordon (After 1986)  (Inbound),East/North/South/West,47,346148,772946,291105,359826,36055,15559,9998,413120,3429,63317,2082,49448,0,0,320602,29201,0
1799O Central Area Cordon (After 1986)  (Outbound),East/North/South/West,46,315780,697335,261773,325080,35625,15040,9906,372255,3342,54147,2053,40716,0,0,290786,27322,0
1800I Extended Core Cordon (Inbound),East/South/West,47,281281,518595,234532,291774,30086,13933,6441,226821,2730,52461,1367,35334,0,0,145159,29201,0
1800O Extended Core Cordon (Outbound),East/North/West,49,261756,463362,216156,268265,29795,13083,6418,195097,2722,46352,1381,29319,0,0,121423,27322,0
1801I Metro Boundary Cordon (Inbound),East/South/West,59,653921,765945,547085,684375,53624,49236,4330,81570,3976,58650,638,4950,0,0,0,22920,0
1801O Metro Boundary Cordon (Outbound),East/North/West,59,626761,726525,520027,641812,54745,47862,4494,84713,4127,62953,613,6382,0,0,0,21760,0
1802I Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Inbound),East/North/South/West,44,642232,944275,549637,682182,57177,28340,12119,262093,7078,117098,3637,78392,0,0,116551,28444,0
1802O Suburban Cordon-Humber River-Hwy 401-CN Uxbridge (Outbound),East/North/South/West,44,624476,911451,533100,658433,55914,28249,12169,253018,7213,114121,3777,79676,0,0,112167,26730,0
1803I Railway Cordon-CNR-CPR-Don River (Inbound),East/North/South/West,48,386349,815266,321217,399371,41935,18211,11489,415895,4986,86951,3535,72764,0,0,299743,29201,0
1803O Railway Cordon-CNR-CPR-Don River (Outbound),East/North/South/West,48,350285,732718,287987,359853,40099,17325,11396,372865,4874,76766,3438,62598,0,0,268777,27322,0
1804I Downtown Cordon-University-Davenport-Jarvis-Front (Inbound),North/West,15,44571,94824,37558,48503,4836,1512,1030,46321,665,16966,479,15637,0,0,0,29355,0
1804O Downtown Cordon-University-Davenport-Jarvis-Front (Outbound),East/South,15,35151,76175,29074,35937,4102,1365,966,40238,610,13070,460,11793,0,0,0,27168,0
1806I Downtown Core Cordon-University-Dundas-Jarvis-Front (Inbound),North/South/West,26,76877,284815,64282,82680,8555,2793,4958,202135,1247,27621,752,21682,0,0,145159,29355,0
1806O Downtown Core Cordon-University-Dundas-Jarvis-Front (Outbound),East/North/South,26,66838,237107,55312,69364,7775,2653,4794,167743,1098,19152,724,15547,0,0,121423,27168,0
1856I GO Rail (Inbound),East/North/South/West,36,0,126500,0,0,0,0,1655,126500,0,0,0,0,0,0,0,126500,0
1856O GO Rail (Outbound),East/North/South/West,36,0,118609,0,0,0,0,1640,118609,0,0,0,0,0,0,0,118609,0
